"Washington, DC",864,cch7c,317,829,Fri May 07 14:15:56 +0000 2010,2032,141229777,False,"Former CIA, Former State Department, Former White House. Still recovering. Views are my own."
,0,mohamednoor418,0,0,Thu Apr 10 14:05:08 +0000 2014,1,2474051014,False,
Nairobi,1,JohnMaina2014,2,12,Sun Apr 06 09:44:03 +0000 2014,2,2464469597,True,
nairobi,220,Its_mwaas,30,564,Sat Jun 09 20:26:55 +0000 2012,6359,603895718,True,[][][][][][][][][][][][][][][]THIS IS MY UNSPOKEN[][][][][][][][][][][][][[][][]
MARSABIT,1133,254_Rose,39,599,Mon Nov 19 09:19:18 +0000 2012,29502,957068550,False,"SAVED BY GRACE | KINGDOM MINDED
| SMILEY | THE SOUND OF MUSIC | NOT FUNNY
| SIMPLICITY | RESERVED | OUTDATED"
"Kerry, Ireland",42,emercremin,11,129,Sat Aug 20 13:48:56 +0000 2011,149,358776388,False,"Law student, UL, simultaneously volunteering as a receptionist & joining social media sites to allay the boredom, huzzah!"
,0,carlyluvai55,0,3,Thu May 09 10:42:56 +0000 2013,3,1415208488,False,
London,29,mccusker_drew,1,27,Sat Feb 02 15:51:14 +0000 2013,14,1142758556,False,"International Human Rights and Humanitarian Law LLM Student.
Legal Researcher at the Essex Human Rights Clinic."
,225,marceloherrer17,123,190,Sat Sep 24 17:11:57 +0000 2011,8687,379266735,False,"Barça, azulgrana hasta la Muerte♥"
"Nairobi,KENYA",17,MichoSylvia,2,99,Sat Nov 17 12:25:53 +0000 2012,31,953469624,True,Public Information Officer.
nairobi,10,rlatish,0,35,Thu Apr 08 05:38:26 +0000 2010,7,130749637,True,
,109,nate_ngugi,1,124,Thu Jan 26 04:25:36 +0000 2012,613,474588852,False,
kenya,1026,nicksitima,54,1786,Fri Aug 07 13:34:21 +0000 2009,10727,63720658,False,Born to Mary and Joseph am not Jesus|sociologist|
,1,f356e7882449479,5,19,Wed Mar 19 12:59:39 +0000 2014,4,2422510504,False,
,0,KeterZachariah,2,12,Mon Oct 14 13:10:54 +0000 2013,5,714436666,False,
Nairobi,357,vincy116,11,201,Thu Jul 02 20:56:56 +0000 2009,4775,53185395,True,"wretched sinner saved by grace through faith in christ jesus, a son, boyfriend, brother & a creative designer."
Nairobi Kenya ,19,eryqq,1,84,Sat Apr 25 08:37:32 +0000 2009,69,35177958,True,"I consider myself a crayon, I may not be your favorite color, but one day you may need me to complete your picture"
,28,GangHard,3,157,Wed Jan 15 17:15:32 +0000 2014,78,2284199487,False,"It's all about modern crazy heads, people who don't wait on others, who love exploring and good music, if your not open minded this is not for you! Proudly 254"
,162,britt_nags,1186,150,Wed Sep 21 03:25:31 +0000 2011,2302,377155020,False,.
,21,Simmkav,9,114,Sat May 07 14:45:33 +0000 2011,9,294654311,False,
"Windsor, Berkshire",258,sukidoll17,84,434,Fri Sep 18 12:35:07 +0000 2009,10112,75269160,False,"24, international trolley dolly. Be wild and have fun - embrace the world."
,1259,apisvocais,305,929,Sat Mar 24 19:52:48 +0000 2012,18672,535655279,False,Your Friend..My songs at here Soundcloud http://soundcloud.com/vocais 7/8/13
,334,peace_lee,6,39,Wed Jul 28 10:17:02 +0000 2010,1767,171859803,False,I'm flying in the sky
Nairobi,81,HalimaLafey,1,236,Wed Sep 28 09:52:08 +0000 2011,121,381430818,True,The Daughter of Lafeyland
,54,MtiraRophus,1,281,Thu Dec 06 15:34:24 +0000 2012,197,993295334,False,"God Fearing, Owner @ Control Risk Security (K) Ltd."
Nairobi,41,MburaKenya,1,63,Mon Jul 16 06:48:42 +0000 2012,759,636764569,True,| Apps Developer |
,0,OlenjaColenja,0,17,Fri Mar 28 16:50:50 +0000 2014,2,2416175472,False,
Belfast,498,Tapeewa,127,527,Thu Dec 08 19:06:50 +0000 2011,2961,431842777,False,"N. Ireland
Botswana 
Instagram: tapeewah"
columbus ohio,0,AbdiriakAli,0,0,Thu Apr 03 05:02:58 +0000 2014,1,2424958836,False,
The Hague,172,R_Lelieveld,716,98,Fri May 13 12:22:20 +0000 2011,1791,297957036,False,"Oprichter @africawoodgrow, toezichthouder aanleg nvo's, dga, Den Haag, Kenia, trees, protection of environment & biodiversity, 1 van de DJ100 :-)"
Nairobi-Kenya,35,pwintheth14,0,253,Thu Jul 07 08:29:14 +0000 2011,66,330865612,True,"not a girl-not yet a woman,big dreamer,unpredictable and ordinarily extraordinary"
Nairobi,16,wakungwimark1,14,127,Sun Mar 11 18:11:46 +0000 2012,93,521536496,True,
Nairobi City,6,mbonekako,0,26,Fri Jul 22 08:07:47 +0000 2011,5,340178416,True,
Nairobi,221,tonniemello,64,237,Sun Apr 10 21:06:40 +0000 2011,636,280198281,True,"A fourth generation entrepreneur, small business mentor, trainer and consultant."
,161,252Mr,9,312,Mon May 28 18:32:07 +0000 2012,485,592957090,False,
"Nairobi , Kenya",82,Th_Robheart,11,259,Thu Aug 18 14:47:22 +0000 2011,182,357543517,True,Lover of knowledge|seeker of intellect|keen observer|Graphic designer|Print Business
,2,BetsyKorirK,0,14,Mon Mar 31 13:33:06 +0000 2014,3,2449826987,False,
Nairobi,232,DiorPanga,3,656,Wed May 04 17:21:25 +0000 2011,1354,293043937,True,Simplicity is all i uphold and foremost God ahead in all i do!
,3,EssieEssieviv,1,13,Sun Mar 16 00:15:41 +0000 2014,6,2391801612,False,
Nairobi,0,0723399276,0,18,Wed Apr 09 06:15:20 +0000 2014,2,2471009295,True,A loving husband and a carering father.
Mombasa Kenya,4,RandyComfortJun,1,19,Sun Aug 18 14:21:52 +0000 2013,15,1680807180,False,Small in size but the brains ahhhhhhh..............
Nairobi Kenya,26,iranceruts,8,38,Mon Apr 01 10:52:40 +0000 2013,209,1320100958,True,"Artist, game, What waz dat otherone ohh ya Awesome"
,0,krizmwash,0,13,Fri Apr 11 07:36:42 +0000 2014,1,2475680283,False,
,492,lonealic,38,1171,Sun Mar 03 07:00:59 +0000 2013,668,1238170286,False,Head of Information in The Secretariat of Shelter Movement in Norway (Krisesentersekretariatet). Master in Cultural Social and Community Psychology
Nairobi,191,AKipkirui,5,315,Tue Sep 06 10:36:03 +0000 2011,762,368857211,True,"I so love Oracle,Java and Linux||Speed Junkie||Works Like An Ant||Loved by Him For Him||Fan of Arsenal footballing philosophy"
,104,avril_racheal,16,174,Sat Aug 04 07:29:37 +0000 2012,369,736295977,False,"Born God-fearing, young gifted and black."
,495,MaureenMumo,16,286,Thu Jul 12 14:31:29 +0000 2012,8943,633783514,False,My life is a book which is refusing to be read by people who are not wealthy!!
,9,0d2e2ec8facf4ed,1,81,Fri Mar 14 07:27:19 +0000 2014,6,2409529623,False,
,166,LynderMasis,112,240,Mon Jun 24 13:16:36 +0000 2013,641,1543290403,False,Oreoholic. There is no in between.
Nairobi,97,swahigx,4,97,Wed Feb 22 16:55:06 +0000 2012,95,499940097,True,Am http://Exceptional.Daring.An artist.Poet and very talkative.
Kent,430,salonee96,1736,181,Thu Jan 21 21:25:03 +0000 2010,17029,107210030,False,| Bollywood Dancer | Jay Sean follows me | A modelishkinda | A MASI&BHUA
"Nairobi,kenya ",48,ItsSimplyNikki3,6,116,Tue Apr 24 07:11:45 +0000 2012,124,561803110,True,"Very social,funny and very wild ...
..."
Kenya,86,rayayim,59,130,Tue Mar 16 10:25:40 +0000 2010,659,123521222,False,.
nairobi,147,nesh_david,121,734,Wed Jul 03 08:39:12 +0000 2013,125,1565248808,True,don't be living a say i did or didn't  do face what you have
Mumbai,199,Jatinhandoo,1,405,Thu Jun 18 07:45:26 +0000 2009,919,48282551,False,"Sustainable Banking Professional for BoP customers , Fund raising strategist for NFPs, Traveller,Foodie,Blogger & Consultant. Retweets are not an endorsement."
,0,OrimaSulman,0,0,Fri Apr 11 13:21:33 +0000 2014,1,2476242082,False,
"Nairobi, Kenya",210,chrislin182,1,249,Mon Sep 08 18:42:04 +0000 2008,954,16188839,True,digital ad chick who loves to surf and dance
"nairobi,kenya",8,BenBichagz,6,154,Mon Dec 02 14:41:21 +0000 2013,18,2204669800,True,cool
Nairobi,16,kipropdan,3,107,Sat Apr 21 18:53:58 +0000 2012,51,559793587,True,
"Thika, KENYA",307,Sir_Runyu,65,349,Thu May 27 07:53:44 +0000 2010,6426,148656480,False,Achiever|Dreamer!
,450,Sab__G,2,339,Thu Jun 18 23:05:13 +0000 2009,7520,48525422,False,
nairobi kenya,12,patcabESCAPES,0,171,Wed Apr 09 04:28:31 +0000 2014,5,2434896151,True,"we offer tours / safaris , hotell accommodation booking , holiday and wedding packages in east africa"
"San Francisco, CA",193,praaaise,26,116,Sun Sep 21 18:55:21 +0000 2008,1050,16393814,False,Girl who loves Jesus and sandwiches.
"Nairobi, Kenya",49,soulfool_kish,6,295,Thu Sep 12 11:04:52 +0000 2013,57,1857090475,True,"I exude Musical heights |Art enthusiast | self-made, Godly-maintained| para-legal | artist @boyschoirkenya | Manager & senior strategist @wenzarevolution"
Kenya,442,kibekelele,40,476,Tue Feb 23 13:17:12 +0000 2010,24711,116749185,False,"I am who I happen to be......
am not lucky, am blessed!!
Love life and music (the good music)
#TeamMathare_United and #TeamChelsea"
Nairobi,107,Longchess,21,275,Tue Jan 31 16:59:29 +0000 2012,468,479675692,True,am a journalist n an upcoming photographer..lets connect n c wat we cn do for our beloved country kenya
"nairobi,kenya",103,seanmwangi,20,204,Wed Jun 29 08:49:03 +0000 2011,1190,326048896,True,▶IT specialist ▶| #ProudKenyan▶| ♥Swimmer▶| #manutd®▶#Respect4All
"Narok County, Kenya",838,Collinsfabien,113,425,Sat Mar 19 08:50:39 +0000 2011,46548,268701228,False,"Child of God, Kalenjin, Kenyan, Red Devil, Husband, Hustler."
Nairobi kenya,32,NjathiDaniel,42,283,Wed Apr 10 06:41:56 +0000 2013,365,1341199466,True,Am a businessman/manager
Manchester Uk ,3308,DjG2uk,533,826,Thu Mar 12 14:59:41 +0000 2009,41082,23961926,False,"PartyStarter. I Play Music. You Dance.
#JAM | #MURKAGE | #LEAGUEDJs 
http://www.djg2.co.uk
Bookings - info@djg2.co.uk"
,7,NgugiThuo,15,65,Sat Jan 28 09:44:30 +0000 2012,38,476618273,False,
kenya,117,jackieakwah,5,481,Tue Aug 21 12:20:48 +0000 2012,266,771413005,False,
"Mombasa, Kenya",62,aidahjeremy,30,175,Wed Nov 09 15:17:36 +0000 2011,419,408540348,False,wonder world
,3,That_HijabiGirl,61,25,Fri Apr 11 12:12:04 +0000 2014,6,2438414341,False,"Am A Muslim 
Deen Over Dunya !"
,0,abdulkadirshekh,0,32,Fri Jun 14 08:04:35 +0000 2013,4,1515734875,False,
Kenya,5,ApolloKiuri,7,41,Thu Oct 18 18:24:52 +0000 2012,3,889470469,False,
Embobut,72,vkilimo,4,136,Mon May 07 19:43:46 +0000 2012,50,573994326,False,
"Nairobi, Kenya",83,GuantaiMichael,18,172,Wed Feb 09 14:24:55 +0000 2011,326,249658436,True,"God fearing, Love music, with LARGE appetite for life."
Nairobi,0,Zacksaseda,0,19,Mon Dec 17 11:09:49 +0000 2012,9,1017224622,True,
,0,mumbi_mburu,0,1,Thu Nov 07 13:04:37 +0000 2013,2,2180061403,False,
,137,cpaisle,8,778,Mon Jun 22 22:41:13 +0000 2009,879,49793898,False,
Nairobi,77,Gyokuzen,2,366,Sat Mar 20 16:12:13 +0000 2010,143,124799832,True,Im wat i gots to be......
"Nairobi, Kenya",86,ReallyRasta,0,177,Fri May 22 19:32:05 +0000 2009,23,41882885,True,#FSIC
Kenya,24,kelundu,1,21,Wed Dec 19 11:06:35 +0000 2012,49,1021855220,False,Proudly Kenyan!
Mombasa,60,oasisvillas,2,160,Sat Feb 12 08:25:04 +0000 2011,14,251022460,False,
"Port Harcourt, Nigeria",82,SaviourEkanem,3,311,Fri Jul 01 13:01:36 +0000 2011,255,327365700,False,"I am I child of God, the Bible is my final authority."
kitchener,71,Rahymaa,76,94,Thu Feb 03 21:33:12 +0000 2011,451,246988142,False,
Nairobi,373,KeithMbom,10,2002,Sat Oct 30 04:42:59 +0000 2010,421,209921307,True,"a student,political activist,blogger and a writer."
Nairobi/Hbay/Kajiado County,190,joan_ochola,3,494,Sat Oct 20 13:13:25 +0000 2012,4315,893229067,True,"Am a practical person, no long short stories. RT isn't an endorsement"
kenya,12,martin_muzak,5,116,Mon Mar 18 08:20:24 +0000 2013,20,1277157200,False,born to lose built to win
githurai 44,0,KibeErastus,1,11,Sat Jan 11 07:19:56 +0000 2014,1,2274345268,False,B/s man
Coast Mombasa,207,zabstiziana,92,205,Sat Nov 05 05:58:18 +0000 2011,708,405351325,False,"Tiziana 254 Model /Singer / Rapper. 
I'm mean and sweet at the same fucking time. lol You hate me, go suffocate."
"Nairobi, kenya",349,thisMessy_girl,22,356,Mon Aug 27 14:19:06 +0000 2012,7217,784768459,True,"No, my tweet wasn't about
you, but if the shoe fits,
lace that bitch up and wear
it."
,35,waleoloks,0,3,Sun Feb 08 21:46:48 +0000 2009,36,20395428,False,
"Nairobi, Kenya",45,MainaFestus,20,294,Thu Sep 15 15:25:19 +0000 2011,138,374017320,True,You lives a life worth 75 years but what brings the difference on earth is how you work out your brain
"Kampala, Uganda",102,YasminMayanja,1,80,Mon Jan 24 21:15:12 +0000 2011,247,242466514,False,Communications/Public Relations Specialist! Currently working with Children. Excited about contributing to Uganda's future devt in comm and future generation!
"Nairobi,Kenya",75,gachoyaak,12,550,Sat Jun 05 16:26:56 +0000 2010,315,152316748,True,"Diverse culture,religious,socio-economics,and political paradigm  are the foundation under which national heritage is embedded! lets protract and respect them!"
"Nairobi,kenya",531,Eve_EveyEve,43,684,Sat Dec 03 17:56:53 +0000 2011,2582,427569134,True,"live...life ......laugh...love...
#BeHappy
am an african princess :)
Aries®"
Kenya,27,musaliagalia,54,115,Fri Jun 01 20:09:51 +0000 2012,481,596765626,False,"Don't judge,don't condemn;you don't know the story."
,36,des7_official,20,301,Mon May 27 11:49:52 +0000 2013,196,1461899544,False,
"Nairobi, Kenya",288,ikolechara,517,342,Mon Nov 21 20:52:47 +0000 2011,3446,418161281,True,"#Singer/Song Writer (PHY and the BAND); enjoys Radio Presenting, Singing,Sharing new stories. #warning, I'm also very inquisitive Very Kenyan"
,0,dansamkym,0,19,Sat Apr 12 09:59:15 +0000 2014,1,2478472557,False,
MY OWN WORLD,3440,Yzzaque,279,3401,Sun Mar 11 09:40:42 +0000 2012,13671,521174342,False,You Aint Shit  We Aint Friends.
London/LA,515,neilreidman,1204,348,Mon Apr 25 21:20:53 +0000 2011,2688,287883278,False,Award winning British Actor Dr Who Eastenders Big Life RSC Color Purple lead in a feature http://hardtimebus.com/trailer
"Nairobi, Kenya",359,festurz,69,370,Mon Oct 01 22:06:56 +0000 2012,901,857087190,True,IdGaF!!!
"Africa,, Kenya",436,Deeva_lita,112,421,Fri Apr 22 12:17:43 +0000 2011,4828,286135993,False,The future of P.R.. God's Child.. Not too basic.. :) :p #goonerette!!
"nairobi,Kenya",171,Bausslady1,25,378,Wed Jan 27 20:00:39 +0000 2010,2535,109041642,True,African woman that ROCKS! A Feather on the breadth of God. :-)
Nairobi ,157,DidezDaide,438,492,Thu Jun 02 18:25:56 +0000 2011,907,309815085,True,"Studied Aeronautical Engineering (Avionics option) at Kenya Aeronautical College 
Budding Entrepreneur. Unbashedly ambitious young STAR"
somewhere here,2931,ItsDemoray,1451,2711,Sat Aug 04 06:08:53 +0000 2012,24940,736196490,False,"Obnoxious, unorthodox, keeping it simple
 #teamarsenal."
+254,204,LucianaOkwiri,71,177,Thu Jan 26 18:28:01 +0000 2012,2982,475128301,False,A lover of all things science especially Chemistry .Currently pursuing Msc Chemistry @ Maseno University . And yes a music junkie
,146,gsjjx,217,224,Sat Mar 23 20:13:37 +0000 2013,307,1292385638,False,
,6,Nickivuu,10,77,Fri Feb 03 05:40:43 +0000 2012,29,481794276,False,
"Nairobi, Kenya",635,Ninamasore,88,567,Tue Jan 11 05:54:27 +0000 2011,12942,236711630,True,"Violinist|  LawStudent|  Opinionated|
Believer in social justice & poverty eradication GOD| ClassicalMusic| Man-Utd| Car enthusiast!"
,0,ahmedvybzkartel,0,33,Sat Apr 12 16:38:45 +0000 2014,1,2479260875,False,
,0,patdjson,0,0,Wed Aug 01 14:24:58 +0000 2012,2,730780616,False,
,127,Barbiebrizzle,89,123,Sun Nov 13 16:35:12 +0000 2011,5194,411592920,False,Make me laugh ....now we are talking! :)
"Kingston Upon Thames, London",987,DoritoBerry,1459,1522,Thu Jun 18 11:15:26 +0000 2009,26398,48317992,False,Northerner living in SW London. I work in travel and love it. The views you see are all my own. Just Sayin'
"Roseville, CA",557,LooieLauri,3051,523,Wed Apr 29 15:59:46 +0000 2009,4588,36392455,False,"I'm the West Coast Regional Manager for Varsity, Alumni of Sac State and CHS! I love God, my family, friends, running, fitness, travel, philanthropy & BP!"
Nairobi,73,DenisMujibi,2,188,Tue May 10 08:41:13 +0000 2011,47,296149558,True,"Scientist, International Livestock Research Institute, Nairobi, Kenya.
Worked at Alberta Innovates TF, Edmonton, AB, Canada; Merial Igenity, Duluth, GA, USA."
Nairobi,3,edsema,0,58,Fri Nov 27 13:54:08 +0000 2009,4,92972910,True,"if you can think it, you can have it!"
"Eldoret, Kenya ",693,kochanda8,185,1390,Mon Jul 27 14:37:00 +0000 2009,2558,60613417,False,LLB (Hons) Moi University | Hip Hop | Houz Music |Fifa Addict | ArsenalFC | Gor Mahia | Borussia Dortmund | Real Madrid | TeamPisces |
"nairobi,kenya",608,AngelaOla_,249,560,Wed Jan 25 16:12:59 +0000 2012,5723,474052761,True,"I am a free spirit |•| Fashion designer|•| AFRICA|·| Miss Tourism Kenya #KituiCounty 
|email: olafashionhouse@gmail.com"
,2,GeneMetrics,0,20,Mon Jul 08 21:25:41 +0000 2013,14,1578644724,False,
"Nairobi, Kenya",396,TryNjeru,187,915,Wed Oct 13 09:57:06 +0000 2010,2765,202112767,True,In search of purpose....
,48,_Bloodshake_,136,93,Mon Apr 15 15:38:27 +0000 2013,283,1354625424,False,.J'ai été élevée dans l'idée qu'on pissait sur le monde.
Nairobi ,17,Suzzie18S,2,56,Fri Jul 27 16:36:18 +0000 2012,5,720461995,True,
Nairobi Kenya,367,aggymukhaye,90,826,Tue Aug 13 13:17:02 +0000 2013,1636,1667785562,True,"Perpetual Optimist! A glass half full attitude! 
instagram @aggymukhaye
#teamGod"
,146,NickNjenga,22,654,Wed Sep 23 08:49:31 +0000 2009,1121,76596480,False,nulli secunda
Kenya,46,sinkmaud,13,116,Fri Oct 09 15:08:59 +0000 2009,189,81129246,False,
Emirates Stadium § Camp Nou,2816,iCaiser,587,914,Tue Nov 03 12:29:04 +0000 2009,66861,87178690,False,"No matter where you come from, That proverb is invalid.My dictionary is inside the #MH370.#254#Arsenal"
Madrid-España,117,mijail91,6,126,Sun Feb 20 11:26:22 +0000 2011,3578,254967041,False,"Inconformista, luchador, alegre, romántico, estudiante de Química en tierras de Don Quijote. Militante de UPyD :)"
Nairobi,714,mr_puffpuffpass,15,1033,Mon Apr 16 14:11:05 +0000 2012,648,555234771,True,N.W.A.»Mine is tattoed. Thee G.O.A.T *drums roll*»»O.K.I.F.C-only KOT in first class
"Nairobi,Kenya",167,vacations_quest,1,232,Sat Mar 26 06:46:45 +0000 2011,358,272299011,True,"Welcome to Tropical Vacations  for all your Africa Travel needs.,Africa Wildlife safaris |  Global Holidays | M.I.C.E.| +  254 721 261 674"
America/New Jersey,129,erolnazim,1167,118,Sat Jun 15 19:15:13 +0000 2013,1149,1520224501,False,"Fitness,futbol,rusyam,skate"
Wayne /NJ Bursa /Turkey,155,ozokadnan,1135,132,Sun Dec 16 20:19:05 +0000 2012,2855,1016010997,False,http://instagram.com/adnanozok
,30,LatifAcer,26,58,Fri Dec 30 13:51:09 +0000 2011,29,450644656,False,Nevşehir-New York
"New York, Istanbul",275,MEANCHAT,34,404,Wed Oct 08 16:25:51 +0000 2008,4846,16651095,False,Internet junkie
Nairobi Kenya,30,KigenofKenya,3,69,Tue Apr 13 19:45:33 +0000 2010,48,132636540,True,
,15,davidsande2013,1,120,Sat Nov 02 18:39:05 +0000 2013,4,2165226729,False,
Nairobi,46,issah212,3,476,Sun Feb 12 07:15:21 +0000 2012,98,490114391,True,He who seeks equity must do equity.
nairobi,791,silahkev,178,1529,Mon Jan 30 18:52:55 +0000 2012,4787,478855073,True,#TuskerBaridiPlease|hypeman|mummy's boy|#GGMU  #usikusacco
Hereford,559,AshleeMorrisx,442,1007,Sat Nov 26 23:29:56 +0000 2011,8537,422200804,False,"Heres to alcohol, the cause of and solution to, all of lifes problems"
